"from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"149331805154700","Tom Mulcair","I agree with Hillary Clinton. We need to set a “high bar” for the TPP. // Je suis d’accord avec Hillary Clinton. Nous devons placer « la barre très haute » sur le PTP. —TM","2015-10-07T21:44:21+0000","link","http://www.pbs.org/newshour/rundown/hillary-clinton-says-she-does-not-support-trans-pacific-partnership/","149331805154700_895489267205613",2168,267,546
"149331805154700","Tom Mulcair","Watch: The NDP will stand up for you, for your family and for your community. #Ready4Change","2015-10-07T19:52:41+0000","video","https://www.facebook.com/TomMulcair/videos/895446510543222/","149331805154700_895446510543222",2021,299,1864
"149331805154700","Tom Mulcair","REGARDEZ : Le NDP est le parti qui va se tenir debout pour vous, pour votre famille et pour votre communauté. #Ensemble2015","2015-10-07T19:50:32+0000","video","https://www.facebook.com/TomMulcair/videos/895445813876625/","149331805154700_895445813876625",161,21,224
"149331805154700","Tom Mulcair","""Ottawa is turning a blind eye to conditions in Indigenous communities — something that is unacceptable in a developed country.""","2015-10-07T18:43:43+0000","link","http://www.cbc.ca/news/politics/ndp-indigenous-health-education-1.3260438?cmp=rss","149331805154700_895427077211832",1999,91,580
"149331805154700","Tom Mulcair","It’s time for a Prime Minister who works with — and invests in — Indigenous communities. #Ready4Change #elxn42","2015-10-07T15:50:44+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/895364247218115/?type=3","149331805154700_895364247218115",1559,80,692
"149331805154700","Tom Mulcair","Il est temps d’avoir un premier ministre qui investit dans les communautés autochtones et qui travaille avec celles-ci. #Ensemble2015","2015-10-07T15:45:44+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/895359667218573/?type=3","149331805154700_895359667218573",195,10,92
"149331805154700","Tom Mulcair","Got Love, Hope, & OpTOMism? Check out the NDP store and order your favorites while supplies last:","2015-10-07T14:52:06+0000","link","http://store.ndp.ca/","149331805154700_895340177220522",145,28,19
"149331805154700","Tom Mulcair","Vous voulez surfer sur la vague orange avec style? Visitez notre boutique du NPD et faites une commande avant l’épuisement des stocks :","2015-10-07T14:51:00+0000","link","http://store.ndp.ca/fr/","149331805154700_895339793887227",39,12,5
"149331805154700","Tom Mulcair","Watch: Sarah Harmer and Whitehorse help unveil Tom’s plan for Canadian arts and culture in Toronto. #Ready4Change","2015-10-07T11:30:37+0000","video","https://www.facebook.com/TomMulcair/videos/895271447227395/","149331805154700_895271447227395",335,38,208
"149331805154700","Tom Mulcair","REGARDEZ : Sarah Harmer et le groupe Whitehorse se joignent à Tom pour dévoiler son plan pour les arts et la culture à Toronto. #Ensemble2015","2015-10-07T11:24:23+0000","video","https://www.facebook.com/TomMulcair/videos/895270813894125/","149331805154700_895270813894125",64,7,19
"149331805154700","Tom Mulcair",NA,"2015-10-07T11:13:08+0000","photo","https://www.facebook.com/TomMulcair/photos/a.348310831923462.84295.149331805154700/895268650561008/?type=3","149331805154700_895268717227668",268,37,28
"149331805154700","Tom Mulcair","Change is closer than ever. Watch, and get fired up. #Ready4Change","2015-10-06T22:54:58+0000","video","https://www.facebook.com/TomMulcair/videos/861103733977500/","149331805154700_895105740577299",858,127,0
"149331805154700","Tom Mulcair","Voici notre moment pour changer les choses pour de bon. Nous avons besoin de vous. #Ensemble2015 #NPD","2015-10-06T22:54:17+0000","video","https://www.facebook.com/TomMulcair/videos/860762680678272/","149331805154700_895105493910657",191,25,3
"149331805154700","Tom Mulcair","Across British Columbia, people are uniting behind Tom and the NDP to bring change to Ottawa. #Ready4Change","2015-10-06T21:25:19+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/895082887246251/?type=3","149331805154700_895082887246251",1108,111,143
"149331805154700","Tom Mulcair","Tom has made his plan to vote. Make yours today. #Ready4Change","2015-10-06T19:31:05+0000","link","http://www.ndp.ca/vote","149331805154700_895052100582663",100,25,19
"149331805154700","Tom Mulcair","Tom a planifié son vote par anticipation. Planifiez votre vote maintenant vous aussi. #Ensemble2015","2015-10-06T19:30:05+0000","link","http://www.npd.ca/planifiez-votre-vote","149331805154700_895051847249355",24,4,3
"149331805154700","Tom Mulcair","Tom made his plan to vote in the advance polls on October 9th. Make your plan to vote early today : www.ndp.ca/vote","2015-10-06T17:21:49+0000","video","https://www.facebook.com/TomMulcair/videos/895006403920566/","149331805154700_895006403920566",549,113,456
"149331805154700","Tom Mulcair","Tom a déjà planifié de voter par anticipation le 9 octobre. Planifiez votre vote maintenant vous aussi : www.npd.ca/votez","2015-10-06T17:20:42+0000","video","https://www.facebook.com/TomMulcair/videos/895006010587272/","149331805154700_895006010587272",105,23,84
"149331805154700","Tom Mulcair","It was New Democrats who brought publicly funded health care to Canada. You can trust an NDP government to hire more doctors and nurses. #Ready4Change","2015-10-06T15:53:38+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894968867257653/?type=3","149331805154700_894968867257653",1602,128,1003
"149331805154700","Tom Mulcair","Les néo-démocrates ont été les premiers à instaurer un régime d’assurance-maladie public au Canada. Vous pouvez compter sur un gouvernement du NPD pour protéger et améliorer notre système de santé. #Ensemble2015","2015-10-06T15:52:59+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894968050591068/?type=3","149331805154700_894968050591068",90,12,58
"149331805154700","Tom Mulcair","Only three more days until advance polls open — have you made your plan to vote yet? #Ready4Change #elxn42","2015-10-06T14:07:57+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894922470595626/?type=3","149331805154700_894922470595626",760,101,498
"149331805154700","Tom Mulcair","Le vote par anticipation débute dans 3 JOURS – planifiez votre vote maintenant. #Ensemble2015","2015-10-06T14:07:00+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894922080595665/?type=3","149331805154700_894922080595665",94,11,51
"149331805154700","Tom Mulcair","More doctors. Better opportunities for young people. And the first new social program in a generation. Here are just some of the many reasons you should vote NDP this election:","2015-10-06T11:31:32+0000","link","http://www.ndp.ca/top-ten-reasons-to-vote-ndp","149331805154700_894873973933809",2469,410,1142
"149331805154700","Tom Mulcair","Davantage de médecins. Meilleurs débouchés pour les jeunes. Et un nouveau programme social. Ce ne sont que quelques raisons de voter pour le NPD lors de cette élection :","2015-10-06T11:30:34+0000","link","http://www.npd.ca/dix-bonnes-raisons-de-voter-pour-le-npd","149331805154700_894873717267168",166,20,50
"149331805154700","Tom Mulcair",NA,"2015-10-06T07:21:08+0000","photo","https://www.facebook.com/TomMulcair/photos/a.348310831923462.84295.149331805154700/894824407272099/?type=3","149331805154700_894824473938759",296,29,39
"149331805154700","Tom Mulcair","Joined by Sarah Harmer, Whitehorse and many other Canadian artists, creative workers and cultural innovators in Toronto, Tom commits to being a champion for culture and the arts. // Aujourd’hui, Tom est monté sur scène à Toronto en compagnie d’artistes, de créateurs et d’innovateurs culturels canadiens et s’est engagé à être un ambassadeur pour les arts et la culture.","2015-10-05T20:50:06+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894656487288891/?type=3","149331805154700_894657390622134",682,55,73
"149331805154700","Tom Mulcair","""I believe in a Canada that can hear artists' voices. As your prime minister you know I'll be sincerely committed to supporting our artists, creative workers and cultural innovators."" - Tom Mulcair","2015-10-05T20:00:38+0000","link","http://www.cbc.ca/news/politics/canada-election-2015-mulcair-arts-cbc-1.3257244","149331805154700_894643463956860",2532,131,771
"149331805154700","Tom Mulcair","Change — it’s just one vote away. #Ready4Change","2015-10-05T19:40:37+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894637960624077/?type=3","149331805154700_894637960624077",1114,96,449
"149331805154700","Tom Mulcair","Pour avoir du changement, il faut voter. #Ensemble2015","2015-10-05T19:39:48+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894637680624105/?type=3","149331805154700_894637680624105",222,17,74
